Name	ID	NumProbes	NumGenes	ROC	Pval	CorrectedPvalue	Same as	GeneMembers
response to magnesium ion	GO:0032026	13	13	0.42926842	0.81139071	1		
transcription initiation from RNA polymerase II promoter	GO:0006367	164	161	0.47980377	0.81147431	1		
platelet alpha granule	GO:0031091	58	57	0.46615992	0.81150998	1		
positive regulation of interleukin-1 secretion	GO:0050716	16	16	0.43620179	0.81153254	1		
gamete generation	GO:0007276	409	408	0.48717303	0.81227479	1		
liver development	GO:0001889	82	82	0.47167361	0.81227848	1		
deoxyribonucleoside triphosphate metabolic process	GO:0009200	15	15	0.43388801	0.81234067	1		
regulation of leukocyte activation	GO:0002694	314	314	0.48540207	0.81258702	1		
inner mitochondrial membrane protein complex	GO:0098800	67	67	0.46859616	0.81289468	1		
regulation of myeloid cell differentiation	GO:0045637	127	127	0.47712207	0.81316895	1		
anatomical structure regression	GO:0060033	12	12	0.42582529	0.81319871	1		
response to ethanol	GO:0045471	86	86	0.47220792	0.81338902	1		
endothelial cell development	GO:0001885	30	30	0.45278301	0.8146162	1		
lysosomal membrane	GO:0005765	202	199	0.48157135	0.8146266	1		
regulation of cardiac muscle tissue development	GO:0055024	40	39	0.45855361	0.81474911	1		
ear morphogenesis	GO:0042471	97	96	0.47352571	0.81485204	1		
multicellular organism growth	GO:0035264	54	54	0.46471877	0.81503367	1		
osteoblast differentiation	GO:0001649	65	65	0.46778893	0.81535129	1		
fibrillar collagen trimer	GO:0005583	13	13	0.42801424	0.81559908	1	GO:0098643|banded collagen fibril, 	
banded collagen fibril	GO:0098643	13	13	0.42801424	0.81559908	1	GO:0005583|fibrillar collagen trimer, 	
long-chain fatty acid metabolic process	GO:0001676	68	68	0.46847191	0.81560317	1		
positive regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0045737	16	16	0.43510287	0.81560731	1	GO:1904031|positive regulation of cyclin-dependent protein kinase activity, 	
positive regulation of cyclin-dependent protein kinase activity	GO:1904031	16	16	0.43510287	0.81560731	1	GO:0045737|positive regulation of cyclin-dependent protein serine/threonine kinase activity, 	
angiogenesis	GO:0001525	247	245	0.48328733	0.81578086	1		
striated muscle adaptation	GO:0014888	25	23	0.44575917	0.81606228	1		
steroid biosynthetic process	GO:0006694	86	85	0.47173127	0.81606554	1		
positive regulation of innate immune response	GO:0045089	150	150	0.47866491	0.8162076	1		
protein palmitoylation	GO:0018345	17	17	0.4366836	0.81695447	1		
regulation of response to DNA damage stimulus	GO:2001020	85	85	0.47158848	0.81727282	1		
cellular lipid catabolic process	GO:0044242	106	105	0.47440244	0.81744912	1		
neuromuscular process controlling posture	GO:0050884	12	12	0.42445402	0.81758344	1		
retina development in camera-type eye	GO:0060041	102	102	0.47400006	0.8177383	1		
hippocampus development	GO:0021766	43	43	0.45998778	0.81797872	1		
compact myelin	GO:0043218	12	12	0.42430728	0.81804882	1		
nucleoside monophosphate biosynthetic process	GO:0009124	68	67	0.46790145	0.81813264	1		
regulation of reactive oxygen species metabolic process	GO:2000377	85	85	0.47148372	0.8181554	1		
sterol metabolic process	GO:0016125	98	98	0.473364	0.81876722	1		
glycerophospholipid metabolic process	GO:0006650	187	186	0.48059716	0.81896984	1		
cellular pigmentation	GO:0033059	28	28	0.45011548	0.81953477	1		
cellular response to estradiol stimulus	GO:0071392	13	13	0.42667831	0.82000878	1		
TOR signaling	GO:0031929	14	14	0.42928281	0.82021438	1		
response to sterol	GO:0036314	18	18	0.43742534	0.82098509	1		
response to cholesterol	GO:0070723	16	16	0.43352186	0.82138938	1		
B cell receptor signaling pathway	GO:0050853	27	27	0.4487989	0.82142687	1		
adrenal gland development	GO:0030325	20	20	0.4404942	0.82153976	1		
regulation of action potential	GO:0098900	15	15	0.43119762	0.82189359	1		
leukocyte differentiation	GO:0002521	221	221	0.48196001	0.82192817	1		
regulation of cell migration involved in sprouting angiogenesis	GO:0090049	12	12	0.42287024	0.82256698	1	GO:1903670|regulation of sprouting angiogenesis, 	
regulation of sprouting angiogenesis	GO:1903670	12	12	0.42287024	0.82256698	1	GO:0090049|regulation of cell migration involved in sprouting angiogenesis, 	
regulation of lymphocyte activation	GO:0051249	275	275	0.48375237	0.82264901	1		
nitrogen cycle metabolic process	GO:0071941	13	12	0.4228247	0.822709	1		
morphogenesis of an epithelial sheet	GO:0002011	29	29	0.45027541	0.82297329	1		
positive regulation of coagulation	GO:0050820	23	23	0.44415561	0.82305775	1		
positive regulation of cellular catabolic process	GO:0031331	177	177	0.47975558	0.82328123	1		
peptidyl-proline modification	GO:0018208	24	24	0.44522594	0.82351434	1		
regulation of actin filament polymerization	GO:0030833	75	75	0.46896664	0.82351708	1		
lung morphogenesis	GO:0060425	32	32	0.45251991	0.82368086	1		
histone H2A ubiquitination	GO:0033522	10	10	0.41509319	0.82376191	1		
positive regulation of DNA replication	GO:0045740	45	45	0.45986047	0.8241911	1		
pyrimidine nucleobase metabolic process	GO:0006206	26	26	0.44717762	0.82440015	1		
endocytic recycling	GO:0032456	15	15	0.43045467	0.82448556	1		
response to nutrient	GO:0007584	134	134	0.47664641	0.82449528	1		
negative regulation of chondrocyte differentiation	GO:0032331	14	14	0.42801187	0.82449917	1		
organellar ribosome	GO:0000313	46	45	0.45979692	0.82457207	1	GO:0005761|mitochondrial ribosome, 	
mitochondrial ribosome	GO:0005761	46	45	0.45979692	0.82457207	1	GO:0000313|organellar ribosome, 	
negative regulation of DNA binding	GO:0043392	34	34	0.4537552	0.8246176	1		
positive regulation of response to biotic stimulus	GO:0002833	14	14	0.42786439	0.82499215	1		
positive regulation of glucose transport	GO:0010828	28	28	0.44890532	0.82529561	1		
negative regulation of T cell proliferation	GO:0042130	41	41	0.45775177	0.82534189	1		
T-helper 1 type immune response	GO:0042088	15	15	0.43013685	0.82557708	1		
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900739	22	22	0.44225044	0.82579154	1	GO:1900740|positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, GO:1903749|positive regulation of establishment of protein localization to mitochondrion, GO:1903747|regulation of establishment of protein localization to mitochondrion, 	
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	22	22	0.44225044	0.82579154	1	GO:1903749|positive regulation of establishment of protein localization to mitochondrion, GO:1903747|regulation of establishment of protein localization to mitochondrion, GO:1900739|regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, 	
regulation of establishment of protein localization to mitochondrion	GO:1903747	22	22	0.44225044	0.82579154	1	GO:1900740|positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, GO:1903749|positive regulation of establishment of protein localization to mitochondrion, GO:1900739|regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, 	
positive regulation of establishment of protein localization to mitochondrion	GO:1903749	22	22	0.44225044	0.82579154	1	GO:1900740|positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, GO:1903747|regulation of establishment of protein localization to mitochondrion, GO:1900739|regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, 	
positive regulation of microtubule polymerization	GO:0031116	10	10	0.4142675	0.8260933	1		
response to vitamin	GO:0033273	61	61	0.46522883	0.82612611	1		
negative regulation of anoikis	GO:2000811	13	13	0.42469311	0.8264382	1		
embryonic camera-type eye morphogenesis	GO:0048596	21	20	0.43918656	0.8267801	1		
positive regulation of defense response to virus by host	GO:0002230	13	13	0.42445956	0.82718487	1		
positive regulation of fat cell differentiation	GO:0045600	26	26	0.44653718	0.82730476	1		
respiratory chain complex	GO:0098803	43	43	0.45840466	0.82731358	1		
parental behavior	GO:0060746	10	10	0.41379394	0.82742153	1		
growth	GO:0040007	301	301	0.48413067	0.82766067	1		
negative regulation of endothelial cell apoptotic process	GO:2000352	14	14	0.42699251	0.82788859	1		
negative regulation of response to wounding	GO:1903035	117	115	0.47442683	0.82809193	1		
detection of external stimulus	GO:0009581	140	140	0.4767502	0.82865521	1		
Notch signaling pathway	GO:0007219	102	102	0.47278228	0.82875092	1		
intrinsic apoptotic signaling pathway in response to oxidative stress	GO:0008631	12	12	0.42076022	0.82907147	1	GO:0036473|cell death in response to oxidative stress, 	
cell death in response to oxidative stress	GO:0036473	12	12	0.42076022	0.82907147	1	GO:0008631|intrinsic apoptotic signaling pathway in response to oxidative stress, 	
smooth endoplasmic reticulum	GO:0005790	19	19	0.43699845	0.82912194	1		
sarcomere organization	GO:0045214	23	23	0.44269735	0.82927133	1		
positive regulation of response to wounding	GO:1903036	114	114	0.47417193	0.82943911	1		
positive regulation of muscle contraction	GO:0045933	28	28	0.44795673	0.82973266	1		
cellular modified amino acid metabolic process	GO:0006575	159	159	0.4780352	0.83015264	1		
negative regulation of carbohydrate metabolic process	GO:0045912	33	33	0.45188233	0.83059598	1		
ventricular cardiac muscle cell differentiation	GO:0055012	18	18	0.43483367	0.83076517	1		
aspartate family amino acid metabolic process	GO:0009066	34	34	0.45253649	0.83088778	1		
negative regulation of actin filament polymerization	GO:0030837	34	34	0.45250341	0.83106063	1		
negative regulation of cartilage development	GO:0061037	18	18	0.43471556	0.83120255	1		
tRNA processing	GO:0008033	64	64	0.46529036	0.83147317	1		
dicarboxylic acid catabolic process	GO:0043649	15	15	0.42840601	0.83148947	1		
vascular smooth muscle contraction	GO:0014829	12	12	0.41995567	0.8315109	1		
regulation of immune response	GO:0050776	607	604	0.48850726	0.83155062	1		
desensitization of G-protein coupled receptor protein signaling pathway	GO:0002029	11	11	0.41633549	0.8316863	1	GO:0022401|negative adaptation of signaling pathway, 	
negative adaptation of signaling pathway	GO:0022401	11	11	0.41633549	0.8316863	1	GO:0002029|desensitization of G-protein coupled receptor protein signaling pathway, 	
organic cyclic compound catabolic process	GO:1901361	345	345	0.48489084	0.83195066	1		
regulation of lymphocyte proliferation	GO:0050670	142	142	0.47657876	0.83212726	1		
cytoplasmic sequestering of transcription factor	GO:0042994	16	16	0.4304092	0.83242213	1		
stem cell proliferation	GO:0072089	49	49	0.46013006	0.8328095	1		
nuclear-transcribed mRNA catabolic process	GO:0000956	134	134	0.47580482	0.83303622	1		
negative regulation of nitrogen compound metabolic process	GO:0051172	925	922	0.49054355	0.83308434	1		
positive regulation of lymphocyte activation	GO:0051251	193	193	0.4797971	0.83310662	1		
regulation of fibroblast migration	GO:0010762	16	15	0.42791206	0.8331509	1		
purine deoxyribonucleotide metabolic process	GO:0009151	13	13	0.42246968	0.83346332	1		
mRNA catabolic process	GO:0006402	142	142	0.47639946	0.83397049	1		
regulation of cardiac muscle cell apoptotic process	GO:0010665	11	11	0.41541094	0.83435044	1		
response to interleukin-1	GO:0070555	57	57	0.46277271	0.83445121	1		
response to caffeine	GO:0031000	10	10	0.41122883	0.83449504	1		
regulation of ATPase activity	GO:0043462	29	28	0.4467596	0.83523319	1		
side of membrane	GO:0098552	293	293	0.48340341	0.83529237	1		
behavioral response to cocaine	GO:0048148	11	11	0.41496937	0.83560943	1		
XY body	GO:0001741	11	11	0.41495281	0.83565653	1		
galactose metabolic process	GO:0006012	11	11	0.41489761	0.83581343	1		
nucleoside bisphosphate biosynthetic process	GO:0033866	16	15	0.42709017	0.8358919	1	GO:0034033|purine nucleoside bisphosphate biosynthetic process, GO:0034030|ribonucleoside bisphosphate biosynthetic process, 	
ribonucleoside bisphosphate biosynthetic process	GO:0034030	16	15	0.42709017	0.8358919	1	GO:0034033|purine nucleoside bisphosphate biosynthetic process, GO:0033866|nucleoside bisphosphate biosynthetic process, 	
purine nucleoside bisphosphate biosynthetic process	GO:0034033	16	15	0.42709017	0.8358919	1	GO:0034030|ribonucleoside bisphosphate biosynthetic process, GO:0033866|nucleoside bisphosphate biosynthetic process, 	
negative regulation of transcription from RNA polymerase II promoter	GO:0000122	485	484	0.48697108	0.83601687	1		
regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079	75	75	0.46728067	0.83628462	1	GO:1904029|regulation of cyclin-dependent protein kinase activity, 	
regulation of cyclin-dependent protein kinase activity	GO:1904029	75	75	0.46728067	0.83628462	1	GO:0000079|regulation of cyclin-dependent protein serine/threonine kinase activity, 	
epiboly	GO:0090504	12	12	0.41829599	0.83647209	1		
gland morphogenesis	GO:0022612	93	93	0.47057478	0.83650086	1		
regulation of protein import into nucleus, translocation	GO:0033158	15	15	0.4268108	0.83681688	1		
pyridine-containing compound biosynthetic process	GO:0072525	13	13	0.42135797	0.83690607	1		
organic acid transmembrane transport	GO:1903825	27	25	0.4432596	0.83694936	1		
negative regulation of catalytic activity	GO:0043086	532	530	0.48748059	0.8369991	1		
lymphocyte costimulation	GO:0031294	59	59	0.46301675	0.83701598	1		
negative regulation of macromolecule biosynthetic process	GO:0010558	917	915	0.4903449	0.83724436	1		
collagen fibril organization	GO:0030199	35	35	0.45180244	0.83809945	1		
nitric oxide metabolic process	GO:0046209	25	23	0.44055488	0.83814369	1		
cell maturation	GO:0048469	105	105	0.4720337	0.83879015	1		
lipid catabolic process	GO:0016042	192	191	0.47920158	0.83888958	1		
mammary gland epithelial cell proliferation	GO:0033598	12	12	0.41742567	0.83903538	1		
translation	GO:0006412	253	252	0.4818245	0.83934757	1		
negative regulation of viral release from host cell	GO:1902187	10	10	0.40942869	0.83935924	1		
ribonucleotide catabolic process	GO:0009261	27	27	0.44482936	0.83945677	1		
regulation of release of cytochrome c from mitochondria	GO:0090199	32	32	0.44904136	0.84075877	1		
Fc-epsilon receptor signaling pathway	GO:0038095	137	136	0.47515295	0.84124579	1		
glycerolipid biosynthetic process	GO:0045017	176	174	0.47799179	0.84141642	1		
cellular biogenic amine metabolic process	GO:0006576	110	110	0.47235272	0.84160532	1	GO:0044106|cellular amine metabolic process, 	
cellular amine metabolic process	GO:0044106	110	110	0.47235272	0.84160532	1	GO:0006576|cellular biogenic amine metabolic process, 	
ribosomal small subunit biogenesis	GO:0042274	18	18	0.43171219	0.84207997	1		
regulation of fibroblast proliferation	GO:0048145	62	62	0.46312347	0.84229145	1		
histone demethylation	GO:0016577	14	14	0.42249	0.84235579	1		
sulfur amino acid catabolic process	GO:0000098	12	12	0.41626187	0.84242183	1		
stress fiber	GO:0001725	44	44	0.45617703	0.8426959	1		
one-carbon metabolic process	GO:0006730	29	29	0.44602585	0.84277742	1		
rhodopsin mediated signaling pathway	GO:0016056	31	31	0.44774586	0.84299959	1		
positive regulation of leukocyte migration	GO:0002687	69	69	0.46491742	0.84311485	1		
negative regulation of immune system process	GO:0002683	250	250	0.48144933	0.84334379	1		
myelin sheath	GO:0043209	32	32	0.44847141	0.84345	1		
positive regulation of exocytosis	GO:0045921	34	34	0.44997479	0.84360531	1		
negative regulation of nucleobase-containing compound metabolic process	GO:0045934	913	910	0.49005153	0.84386362	1		
heart trabecula morphogenesis	GO:0061384	21	21	0.43626251	0.84401639	1		
regulation of nucleotide catabolic process	GO:0030811	25	25	0.44152285	0.84423904	1		
regulation of leukocyte apoptotic process	GO:2000106	59	59	0.46187731	0.84435784	1		
pyridine nucleotide metabolic process	GO:0019362	71	70	0.46494381	0.84466606	1	GO:0046496|nicotinamide nucleotide metabolic process, 	
nicotinamide nucleotide metabolic process	GO:0046496	71	70	0.46494381	0.84466606	1	GO:0019362|pyridine nucleotide metabolic process, 	
positive regulation of response to DNA damage stimulus	GO:2001022	41	41	0.45422453	0.84471773	1		
pyrimidine ribonucleotide metabolic process	GO:0009218	21	21	0.43607736	0.84471818	1		
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	GO:1901030	29	29	0.44551967	0.84504049	1		
