Name	ID	NumGenes	ROC	Pvalue	CorrectedPvalue	Same as	GeneMembers
regulation of organ growth	GO:0046620	58	0.51064214	0.38964056	0.63229648		
fibril organization	GO:0097435	12	0.52330641	0.389905	0.63251255		
intermediate filament organization	GO:0045109	14	0.52147151	0.39043864	0.63316505		
oocyte differentiation	GO:0009994	27	0.51543022	0.39069503	0.63336766		
regulation of sister chromatid cohesion	GO:0007063	11	0.52415411	0.39073321	0.63321648		
establishment of planar polarity	GO:0001736	10	0.52531419	0.39079648	0.63310607	GO:0007164|establishment of tissue polarity, 	
establishment of tissue polarity	GO:0007164	10	0.52531419	0.39079648	0.63310607	GO:0001736|establishment of planar polarity, 	
negative regulation of mitochondrion organization	GO:0010823	21	0.51746514	0.39086495	0.63300414		
peptide catabolic process	GO:0043171	10	0.52525651	0.39105174	0.63309385		
endomembrane system organization	GO:0010256	249	0.50509443	0.39113524	0.63301632		
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	GO:1901522	14	0.52132403	0.39117217	0.6328635		
cellular response to tumor necrosis factor	GO:0071356	66	0.50981687	0.39138076	0.63298842		
regulation of epithelial cell differentiation	GO:0030856	83	0.50875548	0.39141817	0.63283649		
male sex determination	GO:0030238	10	0.52515937	0.39146026	0.63269222		
positive regulation of type I interferon production	GO:0032481	60	0.510244	0.39190163	0.63319318		
cell aging	GO:0007569	46	0.51167048	0.39211802	0.6333304		
intrinsic component of mitochondrial membrane	GO:0098573	26	0.51550382	0.39218538	0.63322692		
dendritic cell migration	GO:0036336	13	0.52191663	0.39218743	0.6330181		
nucleobase metabolic process	GO:0009112	56	0.51048924	0.39302574	0.63415875		
phospholipid catabolic process	GO:0009395	20	0.51740174	0.39380526	0.6352038		
macromolecular complex remodeling	GO:0034367	18	0.51818219	0.39470825	0.63644723	GO:0034368|protein-lipid complex remodeling, GO:0034369|plasma lipoprotein particle remodeling, 	
protein-lipid complex remodeling	GO:0034368	18	0.51818219	0.39470825	0.63644723	GO:0034367|macromolecular complex remodeling, GO:0034369|plasma lipoprotein particle remodeling, 	
plasma lipoprotein particle remodeling	GO:0034369	18	0.51818219	0.39470825	0.63644723	GO:0034367|macromolecular complex remodeling, GO:0034368|protein-lipid complex remodeling, 	
organic hydroxy compound transport	GO:0015850	94	0.50792078	0.39540561	0.63735838		
pre-autophagosomal structure membrane	GO:0034045	10	0.52415761	0.39567998	0.63758734		
hair cycle phase	GO:0044851	10	0.52414547	0.39573121	0.63745669		
proton transport	GO:0015992	64	0.5095566	0.39576768	0.63730236		
DNA replication	GO:0006260	161	0.50601689	0.39620787	0.63779804		
renal system process involved in regulation of systemic arterial blood pressure	GO:0003071	21	0.5164468	0.39708076	0.63898968		
high-density lipoprotein particle remodeling	GO:0034375	12	0.52159613	0.39779781	0.63992984		
intracellular steroid hormone receptor signaling pathway	GO:0030518	62	0.5094447	0.39853624	0.64090373		
negative regulation of myeloid leukocyte differentiation	GO:0002762	31	0.51332386	0.39868568	0.64093014		
pyrimidine-containing compound biosynthetic process	GO:0072528	33	0.51291398	0.39869051	0.64072412		
cytoplasmic dynein complex	GO:0005868	20	0.5165725	0.39875285	0.64061061		
bone morphogenesis	GO:0060349	72	0.5087287	0.39897009	0.64074596		
regulation of multicellular organism growth	GO:0040014	59	0.50963775	0.3989844	0.64055542		
negative regulation of viral transcription	GO:0032897	20	0.51649961	0.39918859	0.64066977		
intestinal absorption	GO:0050892	15	0.51900279	0.39941847	0.64082524		
pinocytosis	GO:0006907	11	0.52216703	0.39952105	0.64077644		
cell cycle phase	GO:0022403	34	0.51250988	0.40035173	0.64189505		
single-organism carbohydrate catabolic process	GO:0044724	91	0.5076494	0.40049305	0.64190802		
reproductive process	GO:0022414	881	0.50251885	0.40053469	0.64176127		
porphyrin-containing compound metabolic process	GO:0006778	31	0.51301598	0.40097732	0.64225689		
glandular epithelial cell differentiation	GO:0002067	27	0.51380954	0.40192773	0.64356524		
mammary gland epithelial cell differentiation	GO:0060644	13	0.51988005	0.40199129	0.64345317		
regulation of tumor necrosis factor superfamily cytokine production	GO:1903555	68	0.50859613	0.40321274	0.64519395		
reverse cholesterol transport	GO:0043691	13	0.51958577	0.40341318	0.64530036		
negative regulation of protein binding	GO:0032091	39	0.51128676	0.40365787	0.64547747		
inclusion body	GO:0016234	37	0.51154286	0.40402492	0.64585005		
leukocyte cell-cell adhesion	GO:0007159	209	0.50487437	0.40417772	0.64588002		
intermediate filament-based process	GO:0045103	26	0.5137391	0.40420332	0.64570677		
intermediate filament cytoskeleton organization	GO:0045104	26	0.5137391	0.40420332	0.64549275		
symbiosis, encompassing mutualism through parasitism	GO:0044403	561	0.50300511	0.404264	0.64537572	GO:0044419|interspecies interaction between organisms, 	
interspecies interaction between organisms	GO:0044419	561	0.50300511	0.404264	0.64537572	GO:0044403|symbiosis, encompassing mutualism through parasitism, 	
myosin filament	GO:0032982	21	0.51515941	0.4049762	0.64629855		
GTP metabolic process	GO:0046039	10	0.52189606	0.40523781	0.6465019		
UTP metabolic process	GO:0046051	10	0.52189606	0.40523781	0.6462879		
regulation of superoxide metabolic process	GO:0090322	12	0.51989091	0.40570915	0.64682551		
phosphatidylglycerol biosynthetic process	GO:0006655	11	0.52074019	0.40585075	0.64683722		
regulation of reactive oxygen species biosynthetic process	GO:1903426	37	0.5113029	0.40598238	0.64683303		
negative T cell selection	GO:0043383	11	0.52059944	0.40649002	0.64742775		
axis specification	GO:0009798	66	0.50842125	0.40651234	0.64724933		
SNARE complex	GO:0031201	29	0.51267218	0.406646	0.64724825		
nucleobase biosynthetic process	GO:0046112	12	0.51965309	0.40681566	0.64730444		
endoplasmic reticulum calcium ion homeostasis	GO:0032469	11	0.52048352	0.40700654	0.64739436		
positive regulation of substrate adhesion-dependent cell spreading	GO:1900026	11	0.52027378	0.4079416	0.64866754		
leukocyte mediated cytotoxicity	GO:0001909	23	0.51395647	0.40838804	0.64916318		
histone methylation	GO:0016571	45	0.50995106	0.40868897	0.64942726		
microtubule cytoskeleton	GO:0015630	696	0.5025721	0.409031	0.64975646		
cytoplasmic transport	GO:0016482	492	0.50303162	0.40926481	0.64991359		
homeostasis of number of cells within a tissue	GO:0048873	19	0.51512095	0.40974271	0.65045812		
negative regulation of gliogenesis	GO:0014014	25	0.51316845	0.40985216	0.65041756		
negative regulation of protein serine/threonine kinase activity	GO:0071901	101	0.50655835	0.40997341	0.65039575		
phosphatidylcholine metabolic process	GO:0046470	54	0.50892219	0.41030638	0.65070972		
purine nucleobase biosynthetic process	GO:0009113	11	0.51971077	0.41045409	0.65072978		
keratan sulfate catabolic process	GO:0042340	12	0.51880806	0.41075326	0.65098987		
digestive tract development	GO:0048565	98	0.50656915	0.41114622	0.65139838		
astrocyte differentiation	GO:0048708	25	0.51271512	0.41291278	0.65398217		
negative regulation of histone modification	GO:0031057	21	0.51385176	0.41303562	0.65396175		
replication fork	GO:0005657	45	0.50946702	0.41305764	0.65378178		
peripheral nervous system neuron differentiation	GO:0048934	10	0.51999879	0.41332401	0.65398853	GO:0048935|peripheral nervous system neuron development, 	
peripheral nervous system neuron development	GO:0048935	10	0.51999879	0.41332401	0.65398853	GO:0048934|peripheral nervous system neuron differentiation, 	
negative regulation of hydrolase activity	GO:0051346	222	0.5042614	0.41353474	0.65410716		
response to exogenous dsRNA	GO:0043330	30	0.51151906	0.413577	0.6539593		
cellular protein complex assembly	GO:0043623	183	0.50467874	0.41370159	0.65394168		
organ maturation	GO:0048799	12	0.51816797	0.41373013	0.65377231		
glucocorticoid biosynthetic process	GO:0006704	10	0.51987736	0.41384199	0.65373466		
negative regulation of protein complex disassembly	GO:0043242	46	0.50921549	0.41441359	0.65442304		
regulation of interferon-gamma biosynthetic process	GO:0045072	14	0.51661331	0.414792	0.65480598		
transcription factor TFIID complex	GO:0005669	19	0.51425132	0.41485101	0.65468462		
negative regulation of stem cell differentiation	GO:2000737	25	0.512421	0.41489602	0.65454126		
energy coupled proton transmembrane transport, against electrochemical gradient	GO:0015988	23	0.51293675	0.41497531	0.65445205	GO:0015991|ATP hydrolysis coupled proton transport, 	
ATP hydrolysis coupled proton transport	GO:0015991	23	0.51293675	0.41497531	0.65445205	GO:0015988|energy coupled proton transmembrane transport, against electrochemical gradient, 	
deoxyribonucleotide catabolic process	GO:0009264	16	0.51537352	0.41569786	0.65537706		
regulation of mRNA 3'-end processing	GO:0031440	16	0.51533176	0.4159234	0.65551814		
neurotransmitter uptake	GO:0001504	12	0.51766956	0.41607259	0.65553883		
photoreceptor cell development	GO:0042461	32	0.51077953	0.41643457	0.65589466		
positive regulation of protein catabolic process	GO:0045732	149	0.50501157	0.41646111	0.6557221		
optic nerve development	GO:0021554	10	0.51896667	0.41773157	0.65750758		
positive regulation of lymphocyte proliferation	GO:0050671	92	0.50623596	0.41815154	0.65795366		
protein targeting to peroxisome	GO:0006625	17	0.51442363	0.41843527	0.65818515	GO:0043574|peroxisomal transport, GO:0072663|establishment of protein localization to peroxisome, GO:0072662|protein localization to peroxisome, 	
peroxisomal transport	GO:0043574	17	0.51442363	0.41843527	0.65818515	GO:0072663|establishment of protein localization to peroxisome, GO:0072662|protein localization to peroxisome, GO:0006625|protein targeting to peroxisome, 	
protein localization to peroxisome	GO:0072662	17	0.51442363	0.41843527	0.65818515	GO:0043574|peroxisomal transport, GO:0072663|establishment of protein localization to peroxisome, GO:0006625|protein targeting to peroxisome, 	
establishment of protein localization to peroxisome	GO:0072663	17	0.51442363	0.41843527	0.65818515	GO:0043574|peroxisomal transport, GO:0072662|protein localization to peroxisome, GO:0006625|protein targeting to peroxisome, 	
Schwann cell differentiation	GO:0014037	26	0.51163079	0.41867968	0.65835466		
cellular polysaccharide metabolic process	GO:0044264	58	0.50776245	0.41901238	0.65866285		
histone deacetylase complex	GO:0000118	41	0.50919604	0.41928051	0.65886937		
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	51	0.50817491	0.4199909	0.65977051	GO:1902400|intracellular signal transduction involved in G1 DNA damage checkpoint, GO:0072431|signal transduction involved in mitotic G1 DNA damage checkpoint, 	
signal transduction involved in mitotic G1 DNA damage checkpoint	GO:0072431	51	0.50817491	0.4199909	0.65977051	GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, GO:1902400|intracellular signal transduction involved in G1 DNA damage checkpoint, 	
intracellular signal transduction involved in G1 DNA damage checkpoint	GO:1902400	51	0.50817491	0.4199909	0.65977051	GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, GO:0072431|signal transduction involved in mitotic G1 DNA damage checkpoint, 	
osteoclast differentiation	GO:0030316	24	0.51188198	0.4201574	0.65981694		
macromolecule catabolic process	GO:0009057	658	0.50231282	0.42020644	0.65967893		
ensheathment of neurons	GO:0007272	75	0.50671868	0.42031208	0.65962984	GO:0008366|axon ensheathment, 	
axon ensheathment	GO:0008366	75	0.50671868	0.42031208	0.65962984	GO:0007272|ensheathment of neurons, 	
negative regulation of hemopoiesis	GO:1903707	91	0.50610095	0.42032742	0.65943911		
cochlea morphogenesis	GO:0090103	19	0.51330017	0.42046414	0.65943887		
acetylcholine-gated channel complex	GO:0005892	13	0.515933	0.42116323	0.66032035		
male genitalia development	GO:0030539	19	0.51310354	0.42161517	0.66081389		
DNA-directed RNA polymerase III complex	GO:0005666	13	0.51577885	0.42191608	0.66107046	GO:0006386|termination of RNA polymerase III transcription, GO:0006385|transcription elongation from RNA polymerase III promoter, 	
transcription elongation from RNA polymerase III promoter	GO:0006385	13	0.51577885	0.42191608	0.66107046	GO:0006386|termination of RNA polymerase III transcription, GO:0005666|DNA-directed RNA polymerase III complex, 	
termination of RNA polymerase III transcription	GO:0006386	13	0.51577885	0.42191608	0.66107046	GO:0006385|transcription elongation from RNA polymerase III promoter, GO:0005666|DNA-directed RNA polymerase III complex, 	
phototransduction	GO:0007602	95	0.5058153	0.42238914	0.66159651		
protein hydroxylation	GO:0018126	12	0.51623758	0.42278491	0.6620012		
aromatic amino acid family catabolic process	GO:0009074	16	0.51400319	0.42311387	0.66230104		
anchored component of membrane	GO:0031225	123	0.50506204	0.42318803	0.66220199		
photoreceptor cell differentiation	GO:0046530	41	0.50872797	0.42334287	0.6622292		
cellular polysaccharide biosynthetic process	GO:0033692	32	0.50984292	0.42360169	0.662419		
protein localization to nucleus	GO:0034504	107	0.50535725	0.42413114	0.66303174		
negative regulation of lipid biosynthetic process	GO:0051055	29	0.51026392	0.42414658	0.66284082		
positive regulation of nucleotide catabolic process	GO:0030813	10	0.51746099	0.42417985	0.66267786		
regulation of fatty acid transport	GO:2000191	18	0.51296341	0.42448319	0.66293679		
substrate adhesion-dependent cell spreading	GO:0034446	22	0.51167087	0.42485169	0.6632973		
ER to Golgi transport vesicle	GO:0030134	40	0.50865975	0.42485457	0.66308692		
response to arsenic-containing substance	GO:0046685	14	0.51462015	0.42487374	0.66290209		
negative regulation of release of cytochrome c from mitochondria	GO:0090201	12	0.51577206	0.42497194	0.66284067		
regulation of centrosome duplication	GO:0010824	17	0.51318384	0.42535989	0.66323105		
regulation of protein complex disassembly	GO:0043244	63	0.50683145	0.42564656	0.66346332		
synaptic vesicle recycling	GO:0036465	18	0.51269851	0.42601787	0.66382733	GO:0048488|synaptic vesicle endocytosis, 	
synaptic vesicle endocytosis	GO:0048488	18	0.51269851	0.42601787	0.66382733	GO:0036465|synaptic vesicle recycling, 	
positive regulation of protein import into nucleus, translocation	GO:0033160	10	0.51701779	0.42608189	0.66371243		
regulation of vasculogenesis	GO:2001212	10	0.51696315	0.42631651	0.66386326		
negative regulation of epidermal growth factor receptor signaling pathway	GO:0042059	34	0.50919889	0.42637489	0.66373966		
regulation of tumor necrosis factor production	GO:0032680	66	0.50653227	0.42721837	0.6648379		
dorsal/ventral neural tube patterning	GO:0021904	17	0.5128337	0.42731982	0.66478105		
CD4-positive, alpha-beta T cell activation	GO:0035710	23	0.51091315	0.42811672	0.6658058		
negative regulation of transforming growth factor beta receptor signaling pathway	GO:0030512	56	0.50692868	0.42885065	0.66673199	GO:1903845|negative regulation of cellular response to transforming growth factor beta stimulus, 	
negative regulation of cellular response to transforming growth factor beta stimulus	GO:1903845	56	0.50692868	0.42885065	0.66673199	GO:0030512|negative regulation of transforming growth factor beta receptor signaling pathway, 	
